Year level,Strand,Sub-strand,Content code,Content description,Elaboration,Tags,Linked Achievement IDs
Year 6,Literacy,Texts in context,AC9E6LY01,"examine texts including media texts that represent ideas and events, and identify how they reflect the context in which they were created",identifying news reports of the same type of event over time and how they reflect their contexts,Text structure,"Year6-AS-3144, Year6-AS-3385, Year6-AS-71, Year6-AS-8515"
Year 6,Literacy,Texts in context,AC9E6LY01,"examine texts including media texts that represent ideas and events, and identify how they reflect the context in which they were created",comparing advertising posters for animated children's films in different countries and explaining the impact of these choices on audience expectations of the film,Other,"Year6-AS-3144, Year6-AS-3385, Year6-AS-71, Year6-AS-8515"
Year 6,Literacy,Texts in context,AC9E6LY01,"examine texts including media texts that represent ideas and events, and identify how they reflect the context in which they were created",identifying how advertisements for the same products reflect the context in which they were created,Text structure,"Year6-AS-3144, Year6-AS-3385, Year6-AS-71, Year6-AS-8515"
Year 6,Literacy,Interacting with others,AC9E6LY02,"use interaction skills and awareness of formality when paraphrasing, questioning, clarifying and interrogating ideas, developing and supporting arguments, and sharing and evaluating information, experiences and opinions","participating in pair, group, class, school and community speaking and listening situations, including informal conversations, discussions, debates and presentations",Other,"Year6-AS-4583, Year6-AS-7963"
Year 6,Literacy,Interacting with others,AC9E6LY02,"use interaction skills and awareness of formality when paraphrasing, questioning, clarifying and interrogating ideas, developing and supporting arguments, and sharing and evaluating information, experiences and opinions","using strategies; for example, pausing, questioning, rephrasing, repeating, summarising, reviewing and asking clarifying questions when discussing topics",Other,"Year6-AS-4583, Year6-AS-7963"
Year 6,Literacy,Interacting with others,AC9E6LY02,"use interaction skills and awareness of formality when paraphrasing, questioning, clarifying and interrogating ideas, developing and supporting arguments, and sharing and evaluating information, experiences and opinions",recognising that closed questions ask for precise responses while open questions prompt a speaker to provide more information,Other,"Year6-AS-4583, Year6-AS-7963"
Year 6,Literacy,"Analysing, interpreting and evaluating",AC9E6LY03,"analyse how text structures and language features work together to meet the purpose of a text, and engage and influence audiences","comparing the structure and language features of different texts, including print and digital sources on similar topics, and evaluating which features best aid navigation and clear communication about the topic",Text structure,"Year6-AS-3144, Year6-AS-3385, Year6-AS-71, Year6-AS-8515"
Year 6,Literacy,"Analysing, interpreting and evaluating",AC9E6LY04,"select, navigate and read texts for a range of purposes, monitoring meaning and evaluating the use of structural features; for example, table of contents, glossary, chapters, headings and subheadings","bringing subject and technical vocabulary and concept knowledge to new reading tasks, selecting, evaluating and using texts for their pertinence to the task and the accuracy of their information","Comprehension, Text structure","Year6-AS-71, Year6-AS-8515"
Year 6,Literacy,"Analysing, interpreting and evaluating",AC9E6LY04,"select, navigate and read texts for a range of purposes, monitoring meaning and evaluating the use of structural features; for example, table of contents, glossary, chapters, headings and subheadings",using knowledge of text structure to navigate the text to locate specific literal content for a purpose,Text structure,"Year6-AS-71, Year6-AS-8515"
Year 6,Literacy,"Analysing, interpreting and evaluating",AC9E6LY04,"select, navigate and read texts for a range of purposes, monitoring meaning and evaluating the use of structural features; for example, table of contents, glossary, chapters, headings and subheadings","using research skills including locating texts, gathering and organising information, evaluating and using information",Text structure,"Year6-AS-71, Year6-AS-8515"
Year 6,Literacy,"Analysing, interpreting and evaluating",AC9E6LY05,"use comprehension strategies such as visualising, predicting, connecting, summarising, monitoring and questioning to build literal and inferred meaning, and to connect and compare content from a variety of sources",making connections between the text and students’ own experience or other texts,Text structure,"Year6-AS-4583, Year6-AS-8515"
Year 6,Literacy,"Analysing, interpreting and evaluating",AC9E6LY05,"use comprehension strategies such as visualising, predicting, connecting, summarising, monitoring and questioning to build literal and inferred meaning, and to connect and compare content from a variety of sources",making connections between information in print and images,Other,"Year6-AS-4583, Year6-AS-8515"
Year 6,Literacy,"Analysing, interpreting and evaluating",AC9E6LY05,"use comprehension strategies such as visualising, predicting, connecting, summarising, monitoring and questioning to build literal and inferred meaning, and to connect and compare content from a variety of sources",using prior knowledge and textual information to make inferences,"Comprehension, Text structure","Year6-AS-4583, Year6-AS-8515"
Year 6,Literacy,"Analysing, interpreting and evaluating",AC9E6LY05,"use comprehension strategies such as visualising, predicting, connecting, summarising, monitoring and questioning to build literal and inferred meaning, and to connect and compare content from a variety of sources",asking and answering questions,Other,"Year6-AS-4583, Year6-AS-8515"
Year 6,Literacy,"Analysing, interpreting and evaluating",AC9E6LY05,"use comprehension strategies such as visualising, predicting, connecting, summarising, monitoring and questioning to build literal and inferred meaning, and to connect and compare content from a variety of sources","using graphic organisers to visualise connections, categories and hierarchies of information",Other,"Year6-AS-4583, Year6-AS-8515"
Year 6,Literacy,"Analysing, interpreting and evaluating",AC9E6LY05,"use comprehension strategies such as visualising, predicting, connecting, summarising, monitoring and questioning to build literal and inferred meaning, and to connect and compare content from a variety of sources",summarising a text or part of a text,Text structure,"Year6-AS-4583, Year6-AS-8515"
Year 6,Literacy,Creating texts,AC9E6LY06,"plan, create, edit and publish written and multimodal texts whose purposes may be imaginative, informative and persuasive, using paragraphs, a variety of complex sentences, expanded verb groups, tense, topic-specific and vivid vocabulary, punctuation, spelling and visual features","creating informative texts for 2 different audiences that explore a topic using text structure and language features for the identified audiences, noting the changes required to appeal to each audience",Text structure,"Year6-AS-3548, Year6-AS-6237, Year6-AS-828"
